review_id,review_text,label
16689,"Baru pertama kali membeli skin breakout ini jadi ingin mencoba toner yang tidak mengandung alkohol. yah, itu tidak melakukan apa-apa tetapi di sisi lain itu juga tidak menimbulkan masalah. dan kemudian setelah kulit wajah dalam kondisi lebih baik, saya coba lagi. baik itu melembabkan kulit Anda setelah dibersihkan, dan wanginya yang indah juga memiliki efek menenangkan. wajah pun terasa lebih segar. jadi mungkin toner ini bagus untuk level tertentu. Yang jelas saya senang karena tidak mengandung alkohol sehingga aman untuk anda yang berjerawat dan kulit sensitif",1
78895,"setelah membaca tentang acid toner saya memutuskan untuk menggunakan produk ini, baru saja membeli versi share. Saya sudah menggunakan produk ini selama sebulan sekarang, pakaiannya masih menetes di kapas basah, saya lakukan ini 2 kali seminggu, produk ini benar-benar luar biasa, kulit saya terlihat lebih sehat dan rasanya lebih bersih. Awalnya baunya agak aneh seperti cuka tapi butuh waktu lama untuk membiasakannya. efek kesemutan dalam diriku baik-baik saja, tidak terasa sakit atau terbakar",1
18010,"Warnanya coklat, teksturnya sangat kental, wangi herbal yang sangat saya suka. jika Anda tidak bisa mengontrol wajah Anda, alangkah baiknya menggunakan ini, jerawat Anda juga bisa cepat kempes. sayangnya esensi ini membuat kulit saya terlihat kusam dan harganya juga wow.",1
165652,"penasaran dengan produk TBC ini karena diklaim dapat membuat kulit kita halus & amp; lembab setelah menggunakan scrub ini. Sesuai dengan namanya candy scrub, scrub ini baunya sangat permeeeennn. tekstur kasar banyak butiran gula. karena memang (cmiiw) scrub ini pada dasarnya adalah gula. cara pemakaian lulur ini berbeda dengan lulur pada umumnya. Tangan kita harus kering untuk mendapatkan produk dari jari-jari, karena semua bahannya adalah bahan alami sehingga jika bersentuhan dengan air dapat membuat produk berjamur. Jika Anda mengambil produk di tangan, Anda perlu mencicipinya, lalu mengepelnya hingga padat, lalu gosokkan ke tubuh Anda. baunya yang sangat menenangkan membuat anda merasa nyaman mandi oh iya, badan kita harus basah dulu sebelum menggunakan scrub ini, kalau badan kita kering dikhawatirkan gula malah akan mengiritasi kulit kita. Butiran gula memang agak besar, tetapi ketika dioleskan ke tubuh mereka akan meleleh. hasil yang saya dapat setelah menggunakan scrub ini, kulit terasa bersih banget, lembab juga. Wanginya bertahan lumayan lama setelah mandi, masih tercium seperti itu. tbb juga bilang kalau pakai scrub ini tidak perlu pakai sabun lagi karena sudah berisi kambingnya jangan bohong sabun. Saya setuju, saya tidak menggunakan sabun dan tubuh saya terasa sangat bersih. & nbsp; membeli kembali? Iya! & nbsp;",1
24670,puas dengan lipstik Gerard ini. hasilnya matte dan pigmented .. kemasannya mewah. seperti peluru emas .. Aku sangat menyukainya ..,1
63014,"Untuk kulit saya, produk ini sangat bagus, mempengaruhi kelembapan, mencerahkan wajah, kemudian wajah menjadi cerah dan sangat lembut ... setelah sekitar 1 tahun penggunaan, warna kulit saya menjadi putih bersih bahkan jika Saya tidak pakai bedak atau krim siang, pakai saja yang berwarna putih, thanks",1
15381,"Saya menghabiskan satu botol percobaan 30ml. Awalnya, saya hanya menggunakannya di malam hari, saya rasa tidak ada efeknya. lalu gunakan pagi hari, rasanya wajah berembun tapi bagus. lalu akhirnya coba gunakan pagi dan malam. Beberapa minggu terakhir ini, wajah terasa lebih halus, dan komedo berkurang. Efeknya pada pori-pori belum terlalu terasa, mungkin karena pori-pori di wajah saya sangat besar. jadi butuh waktu lama untuk melihat efeknya.",1
57614,"garnier pure active multi action toner, saya membelinya karena penasaran setelah membeli garnier facial wash yang murni aktif. dan ternyata cocok dengan kulit saya dan membuat kulit saya lembab dan tidak berminyak. pori-pori dan jerawat saya juga hilang",1
54866,"Pertama kali saya membaca review di fd ini, saya langsung ingin mencobanya. masalahnya sebenarnya hampir nekat cari pelembab, saya ragu karena murah, tapi kaget! malah cocok, pemakaian seminggu saja sudah lebih lembab tapi tidak terlalu berminyak, sedikit kenyal. tidak ada efek samping yang membuat Anda merasa ngambek, seperti break out atau breakout. Mungkin karena (alhamdulillah pada akhirnya) saya menemukan yang cocok. Saya menggunakan ini setelah menggunakan pencuci wajah. cukup 3 tetes, agar tidak terlalu 'tergenang' terlebih dahulu. berbeda dengan susu Hada Labo yang menyerap cukup lama, losion ini cukup cepat menyerap dan terasa sangat ringan setelah dioleskan (tidak lengket).",1
617,"Serum ini sebenarnya untuk kulit berusia di atas 40-an. tapi atas bujukan ba-nya, pada akhirnya dibeli. kulit saya berminyak-dehidrasi. jadi carilah serum untuk melembabkan tapi jangan membuatnya jadi berminyak. plus untuk pencegahan biar tidak keriput dini, hehe. secara keseluruhan serum bekerja untuk saya. setelah 2 minggu pemakaian, kulit lebih cerah, kenyal, dan terasa halus. juga wangi, segar. 1 pompa cukup untuk wajah. Jadi sepertinya serumnya tahan lama ... kekurangannya kemasannya kaca, jadi berat dan ngeri pecah.",1
122491,"Saya mencoba produk ini karena penasaran dengan review orang-orang di Instagram. untuk teksturnya agak susah di larut pake air kadang masih ada gumpalan di tangan. Kalau untuk baunya, menurut saya baunya agak mirip minyak kayu putih tapi lama kelamaan baunya seperti aromaterapi, santai banget menurut saya. Adapun efeknya, saya merasa kulit lebih kencang dan komedo putih di sekitar hidung berkurang, jerawat yang membesar setelah saya pakai wajah seram di pagi hari dan malam berikutnya jerawat saya mengecil. tapi untuk komedo putih di dagu, sepertinya belum berkurang ... tapi mungkin karena produk ini alami, jadi menurutku akan butuh waktu lama untuk menghancurkan komedo putih yang menempel di kulitku selama ini. waktu yang lama. hahahaha. Sejauh ini saya masih puas dengan pembelian kembali produk ini ?? Iya !! ;)",1
208,"Produk ini, hanya digunakan untuk jangka pendek (10 hari), jadi bukan perawatan kulit harian. efek vitamin c pada kulit tentunya sudah lho .... bikin kulit cerah. bekas jerawat juga menipis. hasil nyata muncul setelah hari ke-3 (saya pikir Anda tahu).",1
90729,"Saya membeli ini dengan harga promo. Saya sudah lama ingin mencoba produk ini. pra serum yang efeknya sangat cepat pada kulit. Pemakaian 7 hari membuat wajah halus, menghilangkan noda dan kerutan perlahan memudar dengan pemakaian biasa. layak untuk dibeli dan dicoba.",1
53183,"Saya sangat suka dengan nama produk ini, kesan menghidrasi kulit sangat bagus. Saya rutin memakainya selama seminggu dan efek hidrasinya sangat bagus untuk kulit kering saya dan tidak menimbulkan jerawat. satu-satunya kekurangan produk ini pada kulit saya adalah saya tidak mendapatkan efek mencerahkan.",1
51460,"beli produk ini dengan ukuran share karena harganya yang kecil jadi putuskan untuk beli share dulu. banyak orang yang mengulas produk ini hebat dan sangat populer. Saya baru menggunakannya selama 2 hari. Secara keseluruhan, kulit saya yang sensitif dan mudah rusak masih baik-baik saja menggunakan produk ini. berharap untuk membeli ukuran penuh",1
7402,"agak kaget melihat review ini produk baru 1, sedangkan bagi saya ini produk yang cukup suci! Saya wajib menggosok wajah dua kali seminggu, jadi saya mengandalkan produk ini. itu melakukan pekerjaan dengan sangat baik. butirannya keras tapi tidak terlalu keras, baunya enak, ok. kontra: harganya lumayan fantastis, pokoknya oke karena cocok ... terus ... banyak orang yang heboh dengan lulur wajah la mer atau kiehls. Menurut saya, produk ini benar-benar cukup dan sebanding dengan 2 merek sebelumnya. Lagipula saya juga tidak suka scrub yang terlalu heboh seperti pecahan kaca di wajah ..... tapi beberapa orang mungkin merasa seperti itu lebih bersih.",1
26707,"Toner ini khusus untuk kulit berminyak, jadi saya beli karena kulit saya sangat berminyak dan ada komedo di sekitar hidung. tuangkan sedikit ke kapas dan cuci muka, wow efeknya bagus sekali. semua kotoran terangkat, terbukti dengan kapas yang langsung menjadi kotor banget haha. kemudian wajah menjadi kering, semua minyak terangkat. direkomendasikan untuk wajah berminyak Anda! ;)",1
12803,"exfoliator asam pertama saya. berhasil! komedo hilang, kulit terlihat lebih kenyal. memang bagian yang memiliki banyak jerawat kecil, akan mulai muncul ke permukaan. Jadi di daerah masalah saya, yaitu di sepanjang garis rahang, untuk beberapa saat mulai muncul jerawat yang saya putus (jangan ditiru), setelah itu di lap dengan pembalut ini dan terasa sangat sakit, kemudian dalam waktu sekitar 3 hari bekas luka hilang. Namun pada bagian wajah yang tidak bermasalah tidak ada jerawat baru yang muncul, kulit terlihat bagus. termasuk area hidung di mana komedo paling terlihat. Saya pakai satu pad untuk wajah, leher, lalu dioleskan ke wajah suami saya haha. Selama ini komedo suamiku masih bandel, mungkin butuh aha yang lebih kuat (karena pembalut ini lembut ya aha) atau kombinasikan dengan bha. suka produk ini secara keseluruhan, akan membeli kembali.",1
12193,"Saya telah menggunakan lotion skii bening ini. Gunakan setelah mencuci muka, menghilangkan sel kulit mati dan sisa riasan yang belum benar-benar dihilangkan dengan cleanser, sangat cocok untuk menggunakan clear lotion ini, wajah bersih dan jarang komedo.",1
30092,"Air ini biasanya disebut air ajaib, karena sangat ajaib. Saya biasanya menggunakan fte ini setelah menggunakan ftcl. paketnya bagus, terlihat eksklusif. harganya lumayan mahal, tapi menurut hasil saya dapat sempurna!",1
88012,"Saat awal menggunakan FTE, wajah saya penuh dengan bekas jerawat dan ada beberapa jerawat kecil, saya ingin bisa memberikan keajaiban pada wajah saya, tapi ternyata tidak ternyata hehee ... jadi ketika saya kehabisan dari botol 75ml saya tidak menggunakannya lagi. setahun kemudian saya berani mencoba Fte lagi, untuk kali ini wajah saya tidak lagi berjerawat, hanya agak kusam, backpacking. Ternyata Fte lumayan cepat, bikin kulit wajah saya kembali normal, dan untungnya tidak purging. Saya menggunakan FTE setelah 2% sal acyd pc, alhamdulillah sampai saat ini kulit wajah saya sudah tidak ada masalah, hanya saja saya ingin mencoba produk lain dulu.",1
118899,"Saya sudah menggunakan masker ini kurang lebih sebulan, awalnya setelah menggunakan gula hitam ini kulit saya menjadi kasar dan seperti memar. karena butirannya terlalu kasar. ternyata saya salah pakai saya harus basahi muka saya dulu baru oleskan masker ini ke kulit wajah. Dan ya, bulirnya baru saja meleleh. Hei. Aku suka bau lemon seperti itu. Saya biasanya meninggalkan 10-30 menit. Saya memakai topeng ini hampir setiap hari. dan tentu saja selama seminggu saya harus menggunakannya setidaknya tiga kali. serius masker ini membuat wajahku lebih bersih dan halus. Saya sangat suka topeng ini. harganya murah, dan tahan lama !!!!! Menurut saya bisa berbulan-bulan dan lebih dari 50 kali hehehehe. & nbsp; membeli kembali ?? tentu saja ^^",1
97458,"Saya telah menggunakan air ajaib ini sejak akhir tahun 2012, saat mulai menggunakan kondisi kulit saya buruk, karena saya berumur 34 tahun dan pada saat yang sama tidak pernah merawat kulit saya karena saya selalu mengira tidak. memiliki masalah kulit. Tiba-tiba kusadari kenapa kulitku kusam dan banyak keriput ... lihat iklan orang-orang tua di Jepang yang tangannya masih mulus meski sudah tua ternyata setiap hari kulit tangan mereka dipelihara dengan kandungan beras fermentasi untuk pembuatan sake yang merupakan awal pembuatannya. pitera.dll Sebelum menggunakan FTE dan produk sk-ii lainnya saya mengecek kulit saya dengan magic ring di konter, dan yang pasti kulit saya kusam, dehidrasi dan ada tanda-tanda penuaan dini seperti garis halus, kendur, dll walaupun bc nyaman saya dengan mengatakan, kulit saya masih cukup bagus mengingat usia saya dan juga karena saya tidak pernah merawat kulit saya. Namun saya langsung bertekad untuk mulai rajin merawat kulit saya. Awalnya saya beli 75ml, lalu setelah cocok saya beli 215ml, tapi sekarang saya lebih memilih beli yang 330ml karena ada pompa dan rasanya berat dengan sekali beli terbesar, tapi karena sudah merasakan hasilnya, saya terasa lebih hemat :) bagaimana menggunakan kapas kemudian tepuk-tepuk di wajah, pindahkan ke botol semprot kemudian Semprotkan dan tepuk juga, serta seperti tahun lalu, dengan langsung menuangkannya ke tangan, pemanasan dan menepuk wajahmu. lalu saya tekan tanda di leher dan punggung tangan. Tidak hanya kulit wajah saya yang semakin membaik, tetapi juga leher dan tangan saya. Daun ini membuat kulit lembab dan siap menerima serum dan pelembab sesudahnya. Memang cukup mahal, tapi penggunaannya bisa hemat. Saya sendiri biasanya menghabiskan 1 botol ukuran 215ml ini sekitar 10 bulan. tapi ada teman-teman saya yang habis setiap 5-6 bulan (katanya pakai sampai mandi. hehe), ada juga yang sudah hampir habis selama 1 tahun. Oia kalo saya bilang paling irit, jatuhnya kalau kita beli botol 330ml, lagipula saya lebih suka karena saya pakai pompa. Setelah 14 hari penggunaan, hasil langsung adalah kulit saya menjadi lembab dan mulai lebih cerah. Kemudian secara bertahap mulai menyamarkan tanda-tanda penuaan pada kulit dan menjadi lebih cerah. Saya sekarang berusia 37 tahun dan saya suka bertemu orang setiap kali saya ditanya, perawatan kulit apa yang digunakan kulit saya? harganya mahal ya tapi ...",1
67455,"salah satu produk cawan suci saya, enak banget, bikin kulit saya kenyal, bersih dan cerah juga, tapi sayang harganya mahal, hiksss tapi worth it dan ini satu produk yang saya coba dari skii, hasilnya bener-bener memuaskan, saya hanya bertahan selama 3 bulan. , mungkin karena hemat waktu pakai hihihi satu kapas saya pisahkan sampai benar-benar tipiiiis jadi saya tuangkan 3 bagian baru, supaya tidak terlalu banyak yang terbuang di kapas hehe",1
66791,"harus memiliki produk untuk rutinitas kulit. setelah membersihkan muka kurang lengkap rasanya jika tidak menggunakan fte ini. beruntung ada fte karena saya tidak perlu mencoba obat dari dokter. memang ada yang bilang, produk yang ditujukan untuk banyak orang ini lebih aman dibandingkan yang dibuat oleh dokter tertentu. FTE sangat efektif mengangkat sel kulit mati dan meremajakan kulit. Pemakaian secara teratur membuat wajah tampak lebih cerah dan kenyal.",1
28873,"salah satu lulur favorit sejak lama harganya tidak mahal, kualitas oke, juga mudah ditemukan. baunya sangat enak. rempah-rempah tradisional yang membuat Anda rileks. cara pemakaiannya mudah, hanya menggosoknya saja butuh waktu. Biasanya saya bergantian di antara keduanya, mengoleskan di tangan kiri, tangan kanan, kaki kanan, lalu mengusap tangan kiri yang sudah setengah kering. itu menghemat lebih banyak waktu dan tenaga. Saya sengaja mengipasi, tapi ternyata kering, jadi saya harus mengulanginya. menggunakan efek ini bersih, terasa halus, dan wanginya masih tercium setelah dibilas.",1
117468,"masih favorit saya sampai sekarang, bahkan setelah terkena frank scrub atau scrub di body shop, mungkin karena dia benar-benar bisa menghilangkan kotoran atau bekas yang menempel di kulit, jadi terasa bersih banget, harga juga irit jadi tidak Tidak ada salahnya menghabiskan pot untuk itu. puas satu kali, intinya adalah",1
61503,"Saya sangat suka water bank garis ini karena melembabkan tanpa membuat kulit lengket dan berminyak. Setelah berbulan-bulan minum obat jerawat, kulit menjadi dehidrasi dan terkadang perih, apalagi kemarin panas sekali. sebelum menggunakan krim gel, saya gunakan ini terlebih dahulu, dan kulit langsung menjadi tenang, dingin, dan terhidrasi. Setelah berhari-hari menggunakan krim gel, tekstur kulit membaik dan tidak lagi kering. jadi lebih kenyal. Sekarang saya sedang menyelesaikan skincare lainnya, setelah habis saya akan membeli kembali water bank line tersebut. Peringkat: 4.5",1
19894,bangeeet yang bagus. skincare berupa moisturizer yang bikin kulit betah banget. harga sangat berharga dengan efek yang sama. selain itu wajahku cerah banget dalam 1 kali pemakaian. meskipun mahal pasti pembelian kembali! kulit saya menjadi lebih sehat juga dan jarang timbul bintik hitam karena produk ini. itu ajaib x),1
48504,"Sekar jagad adalah scrub Bali favorit saya. tapi sejujurnya saya tidak suka wewangian strawberry. karena bau strawberry kurang menurut saya lebih suka susu varia atau bengkoang. tapi kebersihan alam semesta tidak masalah bagi saya. memanjat dan membersihkan kulit mati. Sebelum dipakai, saya cuci dulu badan saya, lalu keringkan, lalu gosok dan pijat. nantinya scrub akan rontok bersama kotoran di kulit.",1
3308,"Tinted sunscreen yang worth it banget buat saya, cocok dengan warnanya, teksturnya sangat ringan sehingga mudah diaplikasikan, tidak perlu khawatir smacking, oil controlnya mantap, dan pastinya dengan spf 30 dan pa ++ harganya di bawah 40.000 idr untuk 30 ml itu sangat murah dan sangat keren. Saya telah menggunakan ini selama lebih dari 4 tahun, orang mengatakan wajah saya menjadi lebih putih.",1
8759,"Produk melanox ini sudah sangat sukses mencuri hati saya, saya sangat menyukainya. Dengan menggunakan produk ini, saya bisa bertahan dari terik matahari selama 10 hari full outbond event di lapangan. kemasannya kecil dan ramah perjalanan, sangat mudah dibawa kemana-mana. selain itu kandungannya juga oil free dan non comedogenic. Meski bentuknya kecil dengan harga yang lumayan mahal, produk ini awet banget lho guys. Warnanya sendiri memang agak creamy, tapi tidak perlu khawatir karena saat dibaurkan produk ini akan menyatu dengan baik di kulit. Awalnya terasa agak lengket, tapi hanya sebentar dan setelah itu menyatu dengan baik di kulit. itulah mengapa saya sangat menyukai produk ini.",1
29110,"toner penyelamat saya saat breakout kena toner ovale == a gosh. Jika Anda menggunakan ovale merah menggunakan ini disimpan, redupkan lagi merah. Rasanya yang lembut, enak, bagi yang berkulit sensitif pasti cocok mencoba yang ini. Saya sendiri tidak menganggapnya sensitif, tapi terasa ringan saat digunakan sehingga nyaman digunakan, tetapi tidak ada efek lain. Harga suku Maya tergolong mahal dibandingkan toner di supermarket lain",1
32781,"Saya sempat keracunan mencoba produk ini karena mendengar dari teman-teman di forum Femaledaily, kebetulan saya ingat melihat merek ini di apotek dekat rumah saya. kesan pertama coba scrub ini adalah & quot; lhoooh, klub busa & quot; iya saya seorang foam addict, jadi jika anda membuat produk yang tidak berbusa, anda merasa tidak terlalu menutupi seluruh wajah, dan itu membuat Eike sedikit boros, baunya ok, bagaimana dengan aromaterapi, tidak tahu persis baunya seperti apa, tapi enak banget, trus lulurnya juga tidak ada yang melukai di wajah. Ini sudah penggunaan ketiga dan wajah saya tidak menunjukkan penolakan. :) mungkin saya akan membeli kembali sebelum saya menemukan yang lebih baik",1
21490,"Ketika saya menggunakan esensi stempower, saya memberi ibu saya setengah botol. Saya kurang suka tekstur serum dengan banyak silikon (cari dimetikon di daftar bahannya) karena serasa serumnya tidak menembus kulit, hehehe. Nah, sebenarnya ada dimetikon dalam daftar bahannya, tapi mungkin ada yang lebih sedikit, ya? karena saat dipakai tepuk-tepuk di wajah, tunggu 1 menit, langsung meresap ke dalam kulit. dan produk ini sangat bagus untuk digunakan dengan krim rna baru saya oleh sk-ii.",1
33742,"Toner ini adalah favorit ibuku. sangat menyegarkan setelah mencuci muka dengan ini. fungsinya untuk menghilangkan sisa-sisa make up. Gunakan kapas yang dioleskan pada wajah, wajah akan menjadi segar dan bersih. tidak cukup untuk melembabkan jadi setelah itu Anda perlu menggunakan lebih banyak pelembab. suka memakai ini.",1
152718,"Seperti produk sukin lainnya, toner terbaru dari perusahaan skincare asal Australia ini tidak mengandung paraben, SLS, Sles, minyak mineral, pewarna buatan atau detergen yang keras, dan 100% vegan. Toner ini merupakan produk dari seri Sukin terbaru, seri penyeimbang oli, jadi jelas diperuntukkan bagi orang-orang dengan kulit kombinasi dan berminyak. Saya menggunakan toner ini pagi dan malam selama lebih dari satu bulan dan saya merasa bahwa saya pasti akan membeli kembali produk ini, dan inilah alasannya: 1. wewangian - baunya seperti buah yang dicampur dengan teh - tetapi baunya tidak terlalu manis atau buatan, karena beberapa bahan terdiri dari teh putih, jeruk, kelapa, jeruk nipis dan kamomil. \ u00a02. tidak ada bahan yang tidak enak - seperti yang sudah dijelaskan, produk sukin tidak mengandung paraben, sls, dan sebagainya. oke, toner ini mengandung alkohol, jadi mungkin kulit sensitif tidak cocok untukku, tapi bagi saya itu bukan masalah. 3. harga — untuk produk organik, harganya cukup murah. harga dibawah 200k untuk 125 ml. 4. Berfungsi - sebagai toner, ia bekerja dengan baik dalam mempersiapkan kulit saya untuk rutinitas perawatan kulit saya berikutnya, tidak membuat saya berjerawat atau kering, dan saya yakin itu benar-benar mengontrol wajah saya yang berminyak. wajah saya masih berminyak, hanya saja wajah saya tidak lagi berminyak seperti dulu. Gambar saja, biasanya sekitar tengah hari kalau saya menggunakan kertas minyak, kertas akan penuh dengan minyak di wajah saya (lho, eww). Tapi kalau sekarang, satu oil paper bisa dipakai dua kali karena oli nya tidak banyak. ngomong-ngomong saya suka toner ini - bahkan sekarang saya mencoba untuk memikirkan negatifnya tapi sampai saat ini belum ada yang berpikir, jadi pasti bagus kan?",1
31270,"Hydraluron ini cukup baik untuk wajah normal hingga kering. cepat meresap, tidak lengket. gunakan saja tanpa cream hancurkan make up oke hasilnya. tidak membuat berminyak. Setelah beberapa minggu pemakaian, hasilnya wajah jadi lembab, lembut dan terasa sehat. tidak ada efek brightening jadi saya selingkuh dengan merk lain. sejauh ini cocok untuk ini. tidak ada purging atau breakout malas beli karena susah jualnya.",1
34723,Toner ini saya gunakan hanya untuk area yang berjerawat .. Saya tidak berani untuk seluruh wajah karena kulit saya sama sekali tidak berjerawat .. Toner ini hanya membantu mengeringkan jerawat kecil untuk saya .. cukup membantu ..,1
40722,"Ini yang saya beli sample size 15.000 kalo ga salah full size kalo ga salah (lagi) sekitar 180000. setelah dipakai rasanya kenyal, harus dilanjutkan dengan cream jadi tidak terasa kering.",1
52909,"Awalnya saya agak ragu karena saya pakai produk Wardah, semuanya saya gagal, dari bedak sampai skin care. tapi toner ini ternyata cukup bagus. setidaknya itu tidak gagal. banyak orang menggunakan toner ini dan kawan-kawan juga menyarankan dan sangat tidak membuat wajah menjadi kering dan berjerawat",1
24503,"Awalnya saya mencari review scrub yang bagus, kemudian saya menemukan beberapa review tentang scrub ini. ketika saya ke watson lagi, akhirnya saya beli yang ini pas banget untuk normal sampai berminyak juga, sesuai skin kombinasi saya. saat saya pakai lulurnya enak, tidak terlalu besar, kemudian setelah di pakai wajah saya terasa lembut, bagian hidung yang ada komedo juga lembut dan tidak mengeringkan wajah saya. membeli kembali? Iya. Saya telah menggunakan tabung ke-2. Saya biasanya menggunakannya setiap 2-3 hari. Komedo di hidung saya tidak benar-benar hilang, tapi setidaknya hidung saya tidak terlalu kasar lagi. secara keseluruhan, ini produk yang bagus :)",1
41832,"toner yang sangat awet menurut saya. Saya menggunakan 1 toner dalam 2,5 bulan. awet banget kan? Toner ini menyegarkan dan baunya membuatku rileks. Untuk fungsinya sendiri toner ini termasuk toner yang dapat mengangkat sisa make up setelah kita menggunakan sabun atau membersihkannya dan sangat cocok untuk kulit berminyak. tapi di kota saya sendiri cara mendapatkannya cukup susah, karena di surabaya hanya ada 1 cabang. hiks..hiks ...",1
71954,"Ini produk holy grail saya untuk skincare, saya sangat suka skii yang bikin wajah lebih cerah, tekstur kulit lebih rata. Sejak pertama kali digunakan, hasilnya sudah terlihat. Saya suka skii",1
83405,"lulur herboris ini sangat khas! beberapa hari sebelum pernikahan, saya rutin menggunakan scrub ini. Saya sangat suka scrub ini untuk mengangkat tangan, kaki, dan punggung saya. aroma yang tahan lama. Penggunaan scrub ini secara teratur membuat kulit saya bersih. kemasan ekonomis bisa dibawa kemana-mana, tidak repot.",1
20246,"Lulur pengocok ini sangat tradisional tapi saya menyukainya. setelah dipakai, badan jadi harum dan aromanya benar-benar menempel di kulit. Hampir tidak ada minusnya, namun scrub ini cepat mengering sehingga membuat body scrubnya agak sulit. tapi sangat, sangat layak untuk dibeli kok!",1
56481,"Saya biasanya menggunakan air mawar untuk campuran masker bedak. terkadang juga disemprotkan pada wajah untuk face mist. enak, dingin di wajah, apalagi kalau panas naik motor. harganya murah banget. Saya suka!",1
56144,"Aroma mentimun sebenarnya sama fungsinya sebagai face tonic, hanya saja namanya berbeda yaitu astrigent. Setelah menggunakan milk cleanser, kamu wajib menggunakan face tonic ini agar sisa pembersih bisa terangkat dan pori-pori tidak menutup. langsung terasa tidak ada nyeri padahal dipakai di area mata \ u00a0 kadang kalo ga make up, gw suka sama astrigent andelin ini untuk menghilangkan debu dan minyak di wajah. harganya sangat terjangkau dan mudah ditemukan",1
