,review_text,label,prediction
57,benar benar seperti saya tidak tahu berapa banyak botol yang sudah habis dan meskipun saya masih ingin mengganti toner wajah saya saya juga selalu memiliki viva green tea ini kemasannya kurang bagus kurang menarik walaupun bagus transparan dan bentuknya flip flop aman dibawa kemana mana harganya murah kualitasnya bagus terbukti cocok untuk kulit saya meski berbintik bintik ini poin terpenting perawatan kulit bagi saya saya sangat peduli dengan wajah saya cukup bagus juga jika saya menggunakannya sebagai masker dengan menggunakan metode kapas basah sebagai toner pembersih daya bersihnya tidak apa apa begitu juga sebagai langkah terakhir pembersihan harus punya barang,1,1
58,kandungan olive oil pada olive body scrub mustika ratu berfungsi sebagai anti oksidan dan pelembab alami ya memang terasa melembabkan cuma saat dioleskan menurut saya tidak menghangatkan sel kulit mati karena terlalu licin dan berminyak,0,0
59,saya tidak tidak cocok dengan bb cream ini entah kenapa kalau dipakai satu atau dua jam kemudian kulit wajah saya gelap padahal shade yang saya pakai senada dengan warna kulit saya oh ditambah lagi lengket dan cepat berminyak padahal wajah saya tipe normal kering mungkin harus cari formulasi baru yang tidak lengket dan cepat meresap btw buat yang mau coba bb cream bb cream maybelline ini lumayan karena harganya juga murah tapi kualitasnya jelek,-1,-1
60,lulur ini memiliki tekstur yang lembut dengan lulur yang menyenangkan di kulit dibandingkan dengan scrub lama saya itu tidak menyengat kulit saya setelah menggunakan ini kulit menjadi sangat lembab tidak memiliki kesan keset atau bersih seperti lulur lainnya tapi kelembapannya enak dan yang paling saya suka adalah aromanya aromaterapi yang wangi membuat tubuh dan pikiran menjadi segar bikin pelukan nyaman hehehe bagus buat aku yang jarang pakai dan kurang suka parfum ,0,0
61,saya membeli produk ini karena saya sangat suka baunya biasanya saya jarang menyukai produk body lotion yang terlalu mewah karena sepertinya jarang benar benar melembabkan dan tidak sekedar wangi tapi anehnya saya cukup senang dengan yang satu ini teksturnya lumayan kaya dan terasa lembab tapi karena harganya lumayan mahal saya masih bingung mau beli lagi atau tidak ,0,0
62,ftcl ini membuat fte yang kita gunakan menyerap lebih cepat produk ini sangat bagus karena bisa menyamarkan pori pori saya harganya lumayan mahal tapi ada hasil pakai produk ini teksturnya cair dan sangat ringan di wajah ,1,1
63,sebelumnya saya tidak suka scrub purbasari karena scrubnya sangat kasar di kulit saya begitulah ceritanya saya ke watson saya kepincut ma purbasari padahal sebelumnya sudah menyerah akhirnya saya beli kebetulan saya scrub di rumah setelahnya karena masih takut body scrubnya kasar saya c ur dengan susu bubuk yang diencerkan lalu pas dipakai serius scrubnya tidak kasar sebelumnya tidak membuat kulit menjadi merah benar benar menghilangkan kulit mati bagus seminggu kemudian saya pakai tanpa c uran susu ternyata pas lulurnya tidak kasar seperti dulu bagus kualitas lulur purbasari sudah terkenal sejak lama ,0,0
64,nivea lotion ini cocok banget buat kulit kering saya setelah pakai ini kulit saya jadi lembab banget teksturnya lembut tapi tidak kalah cairnya dari losion lainnya wanginya tahan lama biasanya saya pakai kalau misalnya saya bikin sunblock ,0,0
65,esensi pendorong ini lebih efektif untuk orang di bawah usia tahun bagi saya itu tidak mempengaruhi apa pun yang telah saya gunakan selama lebih dari sebulan tekstur seperti gel menyerap dengan cepat pada kulit kombinasi saya tidak membuatnya berminyak ,0,0
66,membeli mrc ini karena keracunan dan ulasan tentang fd terus datang ke counter dan minta s le sebelum membeli full size akhirnya membelinya karena hasilnya bagus banget baunya lavender dan tidak mengganggu saya keesokan paginya wajah benar benar lembab wajah cerah dan halus dan pasti akan bertahan selama berbulan bulan saya sendiri menggunakan tetes satu kali saran saya sebelum membeli lebih baik minta s le dulu ,1,1
67,ini adalah produk perawatan kulit cawan suci saya sepanjang masa jika memungkinkan berikan bintang saya ingin memberi peringkat bintang untuk lotion ini ya saya suka itu karena produk ini benar benar menyelamatkan kulit saya sebagai gambaran saya selalu merasa kulit wajah saya berminyak dan berjerawat sehingga saya cenderung memilih produk yang ditujukan untuk kulit kering dan menghindari produk yang bersifat pelembab s ai saya menjadi lebih dididik oleh forum dan youtube dan google maka saya mencoba toner pelembab ini hasil kulit saya tidak pernah terasa lebih baik kulit saya jarang berjerawat kecuali saat pms dan saya selalu merasa senang menyentuh wajah sendiri karena terasa lembut dan kenyal poin favorit lainnya itu sangat terjangkau dan tersedia di mana mana sangat menyukainya ,1,1
68,selalu gunakan ini sebelum menggunakan fte benar benar perf combo apalagi menambahkan mask sheet aku benar benar menyukainya super lembut dan bikin kenyal awalnya pakai fte saya masih mau coba ini dan ternyata pilihan saya tidak salah membuat wajah anda segar bersih dan rona kulit halus membeli kembali yyyyes,1,1
69,s ai saat ini ketika ditanya tentang purbasari menurut saya scrubnya pasti harganya murah dan bisa dibeli dimana saja menurut saya lulurnya kasar kalau lama kelamaan saya gosokkan di kulit kadang agak sakit bauny saya sangat menyukainya dan ini bekerja cukup banyak untuk efek pemutihan pada saya ,0,0
70,memang cukup mahal tapi sepadan membaur di wajah tidak lengket meski teksturnya kental cream saya tidak berencana membeli produk ini lagi karena sudah cocok untuk menggunakan produk lain yang lebih terjangkau yaitu larissa dan wardah ,-1,-1
71,jadi jika anda malas membersihkan wajah dengan langkah saya akan menggunakan produk ini tuangkan sedikit saja di kapas lalu bersihkan wajah anda praktis d untuk kulit saya produk ini agak keras tapi boleh dipakai kalau malas karena praktis jadi saya selalu punya viva cleanser n toner dan produk yang satu ini langkah waktu rajin langkah waktu malas hehehe wangi dan efektif untuk menghilangkan make up yang menempel di wajah seharian sangat dianjurkan bagi yang tidak cocok dan kulit menjadi merah serta terasa panas segera hentikan pemakaian dan ganti ke produk yang lebih cocok ,-1,-1
72,cuma minyak wajah biasa memberikan kelembapan pada kulit saya sedikit kekenyalan tapi tetap tidak sebagus minyak lainnya mis sunday riley juno baunya enak saat saya pakai entah kenapa saya suka tapi memang seperti itu itu apek hahaha setiap pagi saya pakai minyak ini baunya tidak enak tidak membuat saya eakout untungnya dan seperti yang sudah disebutkan formulanya oke lah tahan tidak membuat saya merekomendasikannya kepada semua orang tapi jika orang orang bertanya saya akan mengatakan oke anda bisa mendapatkannya jika anda memiliki anggaran mahal saya akan mengatakan oke saya belum pernah mencoba minyak yang tidak dic ur benar benar mentah saya yakin saya membayar untuk kiehl s yang sudah diteliti di lab u formulanya oil ini namanya juga midnite recovery jadi dipakai larut malam haha karena finishnya agak berminyak dan wajah kelihatannya seperti menggoreng kemasannya bagus kiehl s classic good mencari botol,0,0
